taxonomy,id,link,text
History///Europe///Ireland///General Resources for Irish History,info9338,http://sunsite.unc.edu/gaelic/Eire/7.8.2.html,Chronological Dates in Irish History (U. North Carolina)
History///Europe///Ireland///General Resources for Irish History,info22791,http://library.byu.edu/~rdh/eurodocs/ireland.html,"History of Ireland: Primary Documents (annotated links, from ancient to modern; within the Eurodocs site) (Brighham Young U.)"
History///Europe///Ireland///General Resources for Irish History,info22686,http://dewey.library.upenn.edu/sceti/printedbooksNew/index.cfm?textID=holinshed_chronicle&PagePosition=1,"Raphael Holinshed The Chronicles of England, Scotland and Ireland.) (facsimile reproductions from the 1587 Denham print) (Schoenberg Center for Electronic Text and Image, U. Pennsylvania)"
History///Europe///Ireland///General Resources for Irish History,info9461,http://wwwvms.utexas.edu/~jdana/irehist.html,Irish History on the Web (Jacqueline Dana)
History///Europe///Ireland///General Resources for Irish History,info19999,http://www.rhs.ac.uk/bibl/,"A Comprehensive Online Guide to Writing About British and Irish History (searchable database of bibliography for British and Irish historical research) (Royal Historical Society, U. College, London)"
History///Europe///Ireland///General Resources for Irish History,info9370,http://www.hartford-hwp.com/archives/61/index-b.html,"World History Archives: History of Ireland (""documents to support the study of world history from a working-class and non-Eurocentric perspective"") (Haines Brown, Central Connecticut S.)"
History///Europe///Ireland///Medieval Ireland,info22793,http://www.yale.edu/lawweb/avalon/medieval/bullad.htm,"The Bull of Pope Adrian IV Empowering Henry II to Conquer Ireland. A.D. 1155 (e-text, in English) (Avalon Project, Yale U.)"
History///Europe///Ireland///Early Modern Ireland,info22794,http://www.law.umn.edu/irishlaw/,"Laws in Ireland for the Suppression of Popery, or The Penal Laws (e-texts of statutes) (Patricia Schaffer, U. Minnesota)"
History///Europe///Ireland///Early Modern Ireland,info22670,http://www.english.cam.ac.uk/ceres/haphazard/vewe/veweindex.html,"Edmund Spenser,  A vewe of the present state of Ireland (""a scholarly edition of Gonville & Caius College Cambridge MS 188/221... Includes an introduction, textual notes, collaborative interpretive notes, and an archive of supplementary materials""; within the CERES site) (Andrew Zurcher, Cambridge U.)"
History///Europe///Ireland///Early Modern Ireland,info22795,http://darkwing.uoregon.edu/~rbear/veue1.html,"Edmund Spenser A View of the Present State of Ireland (e-text ""prepared from the text found in Grosart [1894] and checked with Renwick's edition of the Rawlinson MS [Scholartis, 1934]"") (Richard Bear, U. Oregon)"
History///Europe///Ireland///Early Modern Ireland,info21711,http://www.personal.utulsa.edu/~marc-carlson/witchtrial/channel.html,"Witches and Witch trials in England, the Channel Islands, Ireland and Scotland (chronologically listed data for juridical evidence of witch huunts, including citation of sources) (Marc Carlson, U. of Tulsa)"
History///Europe///Ireland///The Irish Potato Famine,info22797,http://web.archive.org/web/20030124012348/http:/www.people.virginia.edu/~eas5e/Irish/Famine.html,"Interpreting The Irish Famine, 1846-1850 (background essays, images, primary sources, arranged by topic, plus bibliography) (Liz Szabo, U. Virginia)"
History///Europe///Ireland///The Irish Potato Famine,info23324,http://www.authenticireland.com/irish+famine,The Irish Famine (Authentic Ireland Travel)
History///Europe///Ireland///The Irish Potato Famine,info9462,http://mysite.verizon.net/cbladey/patat/PotatCom.html,"The Irish Potato Famine Page (articles and images, recipes, and more) (Conrad Jay Bladey)"
History///Europe///Ireland///The Irish Potato Famine,info22796,http://xroads.virginia.edu/~hyper/SADLIER/IRISH/Irish.htm,"Irish Views of the Famine (primary sources, including diaries and newspaper accounts) (U. Virginia)"
History///Europe///Ireland///Modern Ireland,info22798,http://www.firstworldwar.com/source/irishproclamation1916.htm,"Proclamation of the Irish Republic, 24 April 1916 (e-text, within First World War.com site) (Michael Duffy)"
History///Europe///Ireland///Modern Ireland,info9525,http://www.qub.ac.uk/english/socs/ssnci.html#Conference,"Regionalism and Nineteenth-Century Ireland (Queen's U. of Belfast, April 4-6, 1997) (Society for the Study of Nineteenth-Century Ireland)"
History///Europe///Ireland///Modern Ireland,info9313,http://www.qub.ac.uk/english/socs/ssnci.html,"Society for the Study of Nineteenth-Century Ireland (Belfast, Northern Ireland)"
History///Europe///Ireland,info22692,http://dewey.library.upenn.edu/sceti/printedbooksNew/index.cfm?textID=holinshed_ireland&PagePosition=1,"Raphael Holinshed A Treatise conteining a plaine and perfect description of Ireland [Selections] (facsimile reproductions from the 1586 Denham print of The Chronicles of England, Scotland and Ireland.) (Schoenberg Center for Electronic Text and Image, U. Pennsylvania)"
History///Europe///Ireland,info22792,http://www.nationalarchives.gov.uk/pathways/utk/default.htm,"National Archives: Uniting the Kingdoms? 1066-1603 (virtual exhibits, with primary documents, maps, and more; sections on Scotland, England, Wales, Ireland, and France) (National Archives, London, UK)"
History///Europe///Ireland,info9268,http://www.ulst.ac.uk/services/library/ni/nitime.htm,Northern Ireland Timeline (U. Ulster Northern Ireland)
History///Europe///Ireland,info9463,http://www1.cc.emory.edu/FAMINE/,"Views of the Famine (""selection of contemporary reports related to the Irish tragedy of 1845-51, from: The Illustrated London News, The Pictorial Times, Punch"") (Steve Taylor)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info20627,http://www.museum.upenn.edu/Sinop/SinopIntro.htm,"The Black Sea Trade Project (focus on Sinop, a Greek and Roman colony on the Turkish Black Sea coast; includes historical articles and field reports) (Fredrik T. Hiebert, U. of Pennsylvania)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info21869,http://hsc.csu.edu.au/ancient_history/personalities/rome/caesar/caesar.html,"Julius Caesar (tutorial article, within the HSC Online site) (Charles Sturt U., Australia)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info2066,http://www.roman-emperors.org/,"De Imperatoribus Romanis: An Online Encyclopedia of Roman Emperors (articles, as well as images from coins and atlases) (Richard D. Weigel, Western Kentucky U.)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info21862,http://hsc.csu.edu.au/ancient_history/historical_periods/rome/2536/Rome78_28BC.html,"The fall of the Roman Republic 78 - 28 BC: The formation and breakdown of the First Triumvirate (tutorial article, within the HSC Online sites) (Charles Sturt U., Australia)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info2077,http://wwwtc.nhmccd.edu/people/crf01/rome/,"Roman Empire: Imperium Romanorum (historical material on Roman censors, consuls, and emperors) (Clifton R. Fox , Tomball C., Texas)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info21981,http://www.csun.edu/~hcfll004/histlink.html,"Greek and Roman History: Links, Documents, Notes (annotated links, including on-site articles and primary sources, arranged by period) (John Paul Adams, California State U., Northridge)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info20699,http://sunsite.berkeley.edu/OMACL/Pharsalia/,"Lucan Pharsalia (aka ""The Civil War"") (1896 Ridley English translation; Online Medieval and Classical Library) (U. California, Berkeley)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info19537,http://www.nipissingu.ca/department/history/muhlberger/orb/lt-atest.htm,"Late Antiquity (annotated links on online resources) (ORB, Nipissing U.)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info21863,http://hsc.csu.edu.au/ancient_history/historical_periods/rome/2535/Rome133BC_78BC.html,"Political Revolution in Rome 133 - 78 BC: The Role of and Challenges to the Senate (tutorial article, within the HSC Online sites) (Charles Sturt U., Australia)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info10104,http://www.jura.uni-sb.de/Rechtsgeschichte/Ius.Romanum/english.html,"Roman Law (in Latin, English, German, and Italian) (Law-related Internet Project, U. Saarbrücken)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info2096,http://www.hti.umich.edu/exhibit/magic/,"Traditions of Magic in Late Antiquity (online exhibition on ""magic and its practitioners in the Mediterranean basin and the Near East from the 1st to the 7th centuries A.D."") (Gideon Bohak, U. of Michigan Library)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info19536,http://members.tripod.com/macmel/main/ancientweb/jim.htm,"Warfare in the Greco-Roman World (includes articles and links, arranged by geographical area) (James MacLean)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info2098,http://italic.org/aratxt5.htm,"Windows on Italy: the Early Italic Tribes (general overview of Italy's history, up tot he Classical period) (the Italic Institute of America)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info21864,http://hsc.csu.edu.au/ancient_history/societies/rome/2533/Cicero.html,"Roman society in the time of Cicero: Role of Women (tutorial article, within the HSC Online sites) (Charles Sturt U., Australia)"
History///Europe///Italy  (and Ancient Rome)///Ancient Rome,info19535,http://classics.mit.edu/Browse/browse-Plutarch.html,"Plutarch Works (links to texts in English translated by Dryden) (Internet Classics Archive, Massachusetts I. of Technology)"
History///Europe///Italy  (and Ancient Rome),info9533,http://www.idbsu.edu/courses/hy309/docs/burckhardt/burckhardt.html,"Jacob Burckhardt, The Civilization of the Renaissance in Italy (electronic edition of Middlemore's 1878 translation into English, arranged by subject)(E. L. Skip Knox, Boise State U.)"
History///Europe///Italy  (and Ancient Rome),info20636,http://vlib.iue.it/hist-italy/Index.html,"Italian History Index (sections on archives, links, and journals; within the WWW Vitual Library site)(Serge Noiret, European Unversity Institute, Dan Domenico, FI)"
History///Europe///Italy  (and Ancient Rome),info16497,http://www.medioevoitaliano.it,"Medioevo Italiano Project (research on Italian medievalist scholarship on the internet; in Italian and in English) (Angelo Gambella and Roberta Fidanzia,Medioevo Italiano Project"
History///Europe///Italy  (and Ancient Rome)///Medieval Italy,info16498,http://www.medioevoitaliano.org/ml.htm,"Medioevo Italiano (discussion list devoted to medieval Italy, with postings primarily in Italian) (Angelo Gambella)"
History///Europe///Italy  (and Ancient Rome)///Medieval Italy,info20705,http://www.ibiblio.org/expo/vatican.exhibit/Vatican.exhibit.html,"Vatican Exhibit (virtual exhibit, including images of the Vatican Library) (Library of Congress, Washington, DC)"
History///Europe///Italy  (and Ancient Rome),info9327,http://www.stg.brown.edu/projects/catasto/overview.html,"Online Catasto of 1427 (searchable tax data for Florence, 1427-29)"
History///Europe///Italy  (and Ancient Rome)///Renaissance Italy,info21831,http://www.wsu.edu:8080/~dee/REN/BACK.HTM,"Backgrounds to the Italian Renaissance (article on historical context, with focus on relations with France; in World Civilizations site) (Richard Hooker, Washington State U.)"
History///Europe///Italy  (and Ancient Rome)///Renaissance Italy,info22812,http://www.bl.uk/whatson/exhibitions/leonardo/leonardo.html,"Leonoardo da Vinci: From inspiration to innovation  (virtual exhibit, with viewable reproductions of the Codex Arundel, a 16th-century manuscript, as well as background articles, and more; in the Treasures collection) (the British Library, London, UK)"
History///Europe///Italy  (and Ancient Rome)///Renaissance Italy,info21829,http://www.providence.edu/dwc/renhist.htm,"Renaissance History (annotated links on general history, but with an emphasis on Italy) (Providence C.)"
History///Europe///the Netherlands and Belgium,info20637,http://vlib.iue.it/hist-belgium/Index.html,Belgian History Index (links arranged by topics; within the WWW Virtual Library web site) (Steven Leysen )
History///Europe///the Netherlands and Belgium,info20010,http://library.byu.edu/~rdh/eurodocs/belgium.html,"History of Belgium: Primary Documents (link page, within the EuroDocs site) (Richard Hacken, Brigham Young U.)"
History///Europe///the Netherlands and Belgium,info20198,http://www.iisg.nl/exhibitions/japaneseprints/index.html,"Red-Haired Barbarians: The Dutch and other foreigners in Nagasaki and Yokohama, 1800-1865 (exhibition of woodblock prints) (Marien van der Heijden, International Institute of Social History, Amsterdam)"
History///Europe///the Netherlands and Belgium,info9199,http://www.hendrick-hamel.henny-savenije.pe.kr/,"Hendrik Hamel Page (presents a view of early Korea by documenting the history of Hendrik Hamel, ""the discoverer [the Marco Polo] of Korea""; includes English translation of Hamel's journal) (Henny Savenije [Lee Hae Kang])"
History///Europe///the Netherlands and Belgium,info19343,http://library.byu.edu/~rdh/eurodocs/netherla.html ,"History of the Netherlands: Primary Documents (links to primary documents, arranged by time period) (Richard Hacken, Brigham Young U.)"
History///Europe///the Netherlands and Belgium,info9357,http://oasis.leidenuniv.nl/nhda/nhda-welcome-uk.html,Netherlands Historical Data Archive
History///Europe///the Netherlands and Belgium,info9207,http://www.knhg.nl/,Royal Dutch Historical Society (in Dutch)
History///Europe///Russia  and the Ukraine///General Resources,info20311,http://www.iisg.nl/~abb/,"ArcheoBiblioBase: Archives in Russia (Patricia Kennedy Grimsted, Harvard U., and the Federal Archival Agency of Russia)"
History///Europe///Russia  and the Ukraine///General Resources,info20298,http://www.departments.bucknell.edu/russian/chrono.html,"A Chronology of Russian History (timelines arranged by period; each timeline has links to info about items) (RObert Beard, Bucknell U., Lewiston, PA)"
History///Europe///Russia  and the Ukraine///General Resources,info22035,http://artsci.shu.edu/reesp/documents/,"Documents in Russian History: An On-Line Sourcebook (selections from texts, as well as links) (Seton Hall U.)"
History///Europe///Russia  and the Ukraine///General Resources,info20307,http://www.loc.gov/exhibits/empire/,"The Empire That Was: The Prokudin-Gorski Photographic Record Recreated (virtual exhibits, arranged by subject) (Library of Congress, Washington, DC)"
History///Europe///Russia  and the Ukraine///General Resources,info22045,http://www.friends-partners.org/partners/beyond-the-pale/index.html,"Beyond the Pale: The History of Jews in Russia (virtual exhibits, arranged by topic; in English and in Russian) (Joke Kniesmeyer)"
History///Europe///Russia  and the Ukraine///General Resources,info20006,http://www.ucis.pitt.edu/reesweb/,"Russian and East European Studies Virtual Library (homepage for society, with searchable database for links) (REES, U. of Pittsburgh)"
History///Europe///Russia  and the Ukraine///General Resources,info19254,http://lcweb2.loc.gov/frd/cs/rutoc.html,"Russia-- A Country Study (links to numerous articles on Russian history, culture, and government) (Library of COngress, Washington, DC)"
History///Europe///Russia  and the Ukraine///General Resources,info19352,http://www.departments.bucknell.edu/russian/history.html,"Russian History (annotated links) (Robert Beard, Bucknell U.)"
History///Europe///Russia  and the Ukraine///General Resources,info20206,http://www.dur.ac.uk/~dml0www/Russhist.HTML,"Russian History (articles organized by time period) (Dept. of Slavonic Studies, Durham U.)"
History///Europe///Russia  and the Ukraine///General Resources,info20301,http://www.departments.bucknell.edu/russian/history.html,"Russian History (annotated links) (Robert Beard, Bucknell U., Lewiston, PA)"
History///Europe///Russia  and the Ukraine///General Resources,info20295,http://www.navy.ru/,"Russian Navy (homepage, in Russian or in English; links to history of navy, as well as to naval museum)"
History///Europe///Russia  and the Ukraine///General Resources,info20635,http://vlib.iue.it/hist-russia/Index.html,"Russian History Index (sections on archives, links, and journals; within the WWW Vitual Library site) (Daria Khlestkina and Tatiana Fazio)"
History///Europe///Russia  and the Ukraine///General Resources,info22046,http://www.websher.net/inx/link.html,"Sher's Russian Index (links on Russian culture and history, arranged by subject) (Benjamin Sher)"
History///Europe///Russia  and the Ukraine///General Resources,info22036,http://src-h.slav.hokudai.ac.jp/link/index-e.html,"Slavic Research Center: Useful Links (links on Russia, Eastern Europe, and Central Asia, arranged by subject) (Slavic Research Center, Hokkaido U.)"
History///Europe///Russia  and the Ukraine///General Resources,info9328,http://www.hartford-hwp.com/archives/63/index.html,"World History Archives: History of Eastern Europe in General (includes link pages for Russia, Ukraine, Poland and others, with ""documents to support the study of world history from a working-class and non-Eurocentric perspective"") (Haines Brown, Central Connecticut S.)"
History///Europe///Russia  and the Ukraine///Medieval Russia,info20204,http://www.departments.bucknell.edu/russian/chrono1.html,"Chronology of Russian History: the Kievan and Appanage Periods  (859-1689) (Robert Beard, Bucknell U., Lewiston, PA)"
History///Europe///Russia  and the Ukraine///Medieval Russia,info20308,http://www.khazaria.com/,"Khazaria: A Resource for Turkic and Jewish History in Russia and Ukraine (historical overview, links (including maps), organization news, and more) (Kevin Brook)"
History///Europe///Russia  and the Ukraine///Medieval Russia,info20202,http://medievalrussia.freeservers.com/index.html,Medieval Russia Knowledge Page (historical and cultural essays) (Jennifer D. Miller)
History///Europe///Russia  and the Ukraine///Medieval Russia,info20205,http://braid.freeservers.com/russian.html,Medieval Russia Links and Research (annotated links) (Jennifer D. Miller)
History///Europe///Russia  and the Ukraine///Medieval Russia,info20203,http://www.shsu.edu/~his_ncp/MorRus.html,William Richard Morfill A Brief History: Medieval Russia (from Russian History)
History///Europe///Russia  and the Ukraine///Medieval Russia,info20319,http://www.fordham.edu/halsall/source/nestor.html,"The Chronicle of Nestor (selection on founding of Kiev, from Walsh's English translation, Internet Medieval Sourcebook) (Paul Halsall, U. North Florida)"
History///Europe///Russia  and the Ukraine///Medieval Russia,info20318,http://www.fordham.edu/halsall/source/novgorod1.html,"The Novogorod Chronicle: Selected Annals (in English translation, from the Internet Medieval Sourcebook) (Paul Halsall, U. North Florida)"
History///Europe///Russia  and the Ukraine///Medieval Russia,info20320,http://www.dur.ac.uk/~dml0www/russprav.html,"Ruskaia Pravda (English translations of Russian laws, from The Primary Chronicle) (U. Durham)"
History///Europe///Russia  and the Ukraine///Medieval Russia,info20322,http://www.dur.ac.uk/~dml0www/vikings.html,The Varangians (Normans) and the Origins of the Russian and Ukrainian States. (historical overview) (U. Durham)
History///Europe///Russia  and the Ukraine///Medieval Russia,info20321,http://www.dur.ac.uk/~dml0www/variagi.html,Vikings in Russia: Archaeological treasures from Staraia Ladoga and Novgorod (description of a Swedish exhibition) (U. Durham)
History///Europe///Russia  and the Ukraine///Early Modern Russia,info22050,http://www.geocities.com/Broadway/Alley/5443/crimopen.htm,"The Crimean War 1854-56 (historical overview, plus articles on battles)  (Alex's Military History)"
History///Europe///Russia  and the Ukraine///Early Modern Russia,info22048,http://www.fordham.edu/halsall/mod/petergreat.html,"Peter the Great and the Rise of Russia, 1682-1725 (English translations of contemporary accounts of Peter the Great, within the Internet Modern History Sourcebook) (Paul Halsall, U. North Florida)"
History///Europe///Russia  and the Ukraine///Early Modern Russia,info22049,http://home.golden.net/~ksharman/gnw/GNW.html,"Battles of the Great Northern War 1700-1721 (chronology of battles, links, and two background articles) (Ken Sharman)"
History///Europe///Russia  and the Ukraine///Modern Russia,info20654,http://www.loc.gov/exhibits/russian/russch0.html,"In the Beginning Was the Word: The Russian Church and Native Alaskan Cultures (virtual exhibit) (Library of Congress, Washington, DC)"
History///Europe///Russia  and the Ukraine///Modern Russia,info22024,http://www.emich.edu/public/history/moss/,"Walter Moss (Eastern Michigan U.) Alexander II and His Times: A Narrative History of Russia in the Age of  Alexander II, Tolstoy and Dostoevsky (articles, maps, timelines, images, and more)"
History///Europe///Russia  and the Ukraine///Modern Russia,info20303,http://dwardmac.pitzer.edu/Anarchist_Archives/worldwidemovements/russiahis.html,"Anarchy Archives: History of Anarchism in Russia (bibliography, arranged by subject) (Pitzer C.)"
History///Europe///Russia  and the Ukraine///Modern Russia,info22906,http://www.yale.edu/lawweb/avalon/angrusen.htm,"The Anglo-Russian Entente, 1907 (e-text, within the Avalon Project site) (Yale U.)"
History///Europe///Russia  and the Ukraine///Modern Russia,info22047,http://www.fas.harvard.edu/%7Ehpcws/biblioguide.htm,"Bibliographical Research Guide to Soviet History (Andrea Graziosi, U. Naples)"
History///Europe///Russia  and the Ukraine///Modern Russia,info22025,http://www.carpatho-rusyn.org/,"The Carpatho-Rusyn Knowledge Base (links to articles on the cultural and historical background of the Carpatho-Rusyn peoples in the borderlands of Ukraine and Eastern Europe) (G. Gressa, Carpatho-Rusyn.org)"
History///Europe///Russia  and the Ukraine///Modern Russia,info20293,http://www.armymuseum.ru/index.html,"Central Armed Forces Museum, Russia (articles and images; in Russian and in English)"
History///Europe///Russia  and the Ukraine///Modern Russia,info22044,http://www.allynn.com/khrushchev/,The Memoirs of Nikita Khrushchev (Brown U. Library)
History///Europe///Russia  and the Ukraine///Modern Russia,info22032,http://frontiers.loc.gov/intldl/mtfhtml/mfsplash.html,"The Meeting of Frontiers (""a bilingual, multimedia English-Russian digital library that tells the story of the American exploration and settlement of the West, the parallel exploration and settlement of Siberia and the Russian Far East, and the meeting of the Russian-American frontier in Alaska and the Pacific Northwest."") (Library of Congress, Washington, DC)"
History///Europe///Russia  and the Ukraine///Modern Russia,info20309,http://www.loc.gov/exhibits/archives/intro.html,"Revelations from the Russian Archives (primary documents, primarily from the Soviet era) (Library of Congress, Washington, DC)"
History///Europe///Russia  and the Ukraine///Modern Russia,info20750,http://web.mit.edu/slava/guide/,"Virtual Guide to the History of Russian Science and Technology (archives, bibliographies, and more) (Massachusetts I. of Technology)"
History///Europe///Russia  and the Ukraine///Modern Russia,info20310,http://cmp1.ucr.edu/exhibitions/russia/russia.html,"Russian Empire, 1895-1910: Photographs from stereoscopic negatives in the Keystone-Mast Collection (California Museum of Photography, U. California, Riverside)"
History///Europe///Russia  and the Ukraine///Modern Russia,info20294,http://www.russojapanesewar.com/,"The Russo-Japanese War Research Society (numerous articles, documents, and images)"
History///Europe///Russia  and the Ukraine///Modern Russia,info21870,http://hsc.csu.edu.au/modern_history/national_studies/russia/,"Russia/Soviet Union 1917-1945 (tutorial article, within the HSC Online site) (Charles Sturt U., Australia)"
History///Europe///Russia  and the Ukraine///Modern Russia,info20296,http://zhukov.mitsi.com/,"Georgi H. Zhukov (link to archived essays covering 20th-century Russian/Soviet military activities, plus links; in Russian or in English) (Robert Beckhusen)"
History///Europe///Scandinavia///General Resources,info19240,http://www.library.pitt.edu/subject_guides/westeuropean/wwwes/scandinavia.nhp.html,"Center for Western European Studies: Scandinavia (links, arranged by nation, in English) (Phil Wilken (U. of Pittsburgh)"
History///Europe///Scandinavia///General Resources,info19236,http://www.lysator.liu.se/runeberg/katalog.html,"Project Runeburg: Catalog (homepage in English; links to numerous primary texts in various Scandinavian languages) (Linköping U., Sweden)"
History///Europe///Scandinavia///General Resources,info19246,http://www.lib.byu.edu/estu/wess/scan/,"Scandanavia Studies Web (links to scholarly sources, within the Western European Sections Studies Web) (Richard Hacken, Brigham Young U.)"
History///Europe///Scandinavia///General Resources,info19231,http://www.hartford-hwp.com/archives/61b/index.html,"World History Archives: History of Scandinavia (""documents to support the study of world history from a working-class and non-Eurocentric perspective"") (Haines Brown, Central Connecticut S.)"
History///Europe///Scandinavia///Medieval Scandinavia,info20306,http://www.pbs.org/wgbh/nova/vikings/,"Nova: The Vikings (companion site to series, includes texts and images, as well as video and links) (Nova, PBS.org)"
History///Europe///Scandinavia///Medieval Scandinavia,info19205,http://www.regia.org/,"Regia Anglorum (homepage for group devoted to ""Anglo-Saxon, Viking, Norman and British Living History,"" with links to articles and news about re-enactment activities)"
History///Europe///Scandinavia///Medieval Scandinavia,info19235,http://sunsite.berkeley.edu/OMACL/Heimskringla/,"Snorri Sturluson Heimskringla, or The Chronicle of the Kings of Norway (English translation of full text) (Online Medieval and Classical Library, U. of California, berkeley)"
History///Europe///Scandinavia///Medieval Scandinavia,info19245,http://viking.hgo.se/,"Viking Heritage (homepage, with link to general information including history, maps, and images) (Gotland U.)"
History///Europe///Scandinavia///Medieval Scandinavia,info22234,http://www.mnh.si.edu/vikings/,"Vikings: The North Atlantic Saga (virtual exhibit) (Smithsonian Institute, Washington, DC)"
History///Europe///Scandinavia///Medieval Scandinavia,info21731,http://www.vittfarne.com,"The Vittifarne Association Expedition Vittfarne (explanation of scientific expedition to the Caucasus in the wake of the viking chieftain Ingvar the far-travelled one, in replica boat; in Swedish, English, Russian, and other Caucasus dialects)"
History///Europe///Scandinavia///Medieval Scandinavia,info19244,http://www.worldofthevikings.com/,World of the Vikings (homepage for collaborative project with page of Viking links) (National Museum of Denmark and York Archaeological Trust)
History///Europe///Scandinavia///Denmark,info19250,http://www.lysator.liu.se/nordic/scn/faq33.html,"Danish History (timeline, with images) (Antti Lahelma and Johan Olofsson)"
History///Europe///Scandinavia///Denmark,info22104,http://www.crusades.dk/,"Denmark and the Crusading Movement (project description, articles, links, and more) (U. Southern Denmark)"
History///Europe///Scandinavia///Denmark,info9222,http://www.ou.dk/Press/index.html,Historisk Tidsskrift (journal of Danish and Nordic history; also includes research by Danish historians on other areas of history; in Danish with some English abstracts)
History///Europe///Scandinavia///Denmark,info19345,http://library.byu.edu/~rdh/eurodocs/denmark.html,"History of Denmark: Primary Documents (links to primary sources) (Richard Hacken, Brigham Young U.)"
History///Europe///Scandinavia///Finland,info19260,http://lcweb2.loc.gov/frd/cs/fitoc.html,"Finland-- A Country Study (links to articles on Finnish culture, history, and government) (Library of COngress, Washington, DC)"
History///Europe///Scandinavia///Finland,info19344,http://library.byu.edu/~rdh/eurodocs/finland.html,"History of Finland: Primary Documents (links to primary sources, arranged by time period) (Richard Hacken, Brigham Young U.)"
History///Europe///Scandinavia///Finland,info21710,http://www.chronicon.com/noita/witchtrials.html,"Finnish Witch Trials in Synopsis (1500-1750) (essay, with bibliography) (Marko Nenonen and Timo Kervinen)"
History///Europe///Scandinavia///Iceland,info19239,http://www.library.pitt.edu/subject_guides/westeuropean/wwwes/iceland.nhp.html,"Center for West European Studies (links) (Hil Wilken, U. of Pittsburgh)"
History///Europe///Scandinavia///Iceland,info19237,http://government.is/constitution/,Constitution of the Republic of Iceland (in English) (Government Offices of Iceland)
History///Europe///Scandinavia///Iceland,info19349,http://library.byu.edu/~rdh/eurodocs/iceland.html,"History of Iceland: Primary Documents (links to primary sources) (Richard Hacken, Brigham Young U.)"
History///Europe///Scandinavia///Iceland,info19249,http://www.lysator.liu.se/nordic/scn/faq53.html#top,"Iceland History (timeline, with images) (Antti Lahelma, U. of Helsinki)"
History///Europe///Scandinavia///Iceland,info19238,http://www.bok.hi.is/,"National and University Library of Iceland (in Icelandic, with link to translate to English)"
History///Europe///Scandinavia///Norway,info19247,http://digitalarkivet.uib.no/cgi-win/WebFront.exe?slag=vis&tekst=meldingar&spraak=e,Digital Archives: National Archives of Norway
History///Europe///Scandinavia///Norway,info19248,http://digitalarkivet.uib.no/cgi-win/WebFront.exe?slag=vis&tekst=meldingar&spraak=e,Norwegian History (timeline) (Antti Lahelma)
History///Europe///Scandinavia///Norway,info9252,http://www2.nbo.uio.no/html/krigstr/krigstr_eng.html,"Norway 1940-45: Nazi Posters, Photos, Illegal Pamphlets, etc. (searchable image archive; texts and descriptions mainly in Norwegian) (U. Oslo Library)"
History///Europe///Scandinavia///Norway,info19253,http://www.rhd.uit.no/indexeng.html,"The Norwegian Historical Data Centre (homepage for project, focused on censuses in the 18th and 19th Centuries) (U. of Tromsø)"
History///Europe///Scandinavia///Norway,info19196,http://www.orkneyjar.com/,"Orkneyjar-- The Heritage of the Orkney Islands (homepage with links to primary and secondary historical texts, as well as numerous articles and images related to Orkney culture) (Sigurd Towrie)"
History///Europe///Scandinavia///Sweden,info19251,http://www.lysator.liu.se/nordic/scn/faq731.html#top,"Swedish History (timeline, with images) (Antti Lahelma and Johan Olofsson)"
History///Europe///Scandinavia///Sweden,info19346,http://library.byu.edu/~rdh/eurodocs/sweden.html,"History of Sweden: Primary Documents (links to primary sources) (Richard Hacken, Brigham Young u.)"
History///Europe///Scandinavia///Sweden,info19252,http://hem1.passagen.se/lalu0144/ia_home.htm,"Iron Age in Southwest Sweden (""presents results from excavations of Iron Age and Early Medieval sites in southwest Sweden""; in English and in Swedish)"
History///Europe///Scandinavia///Sweden,info22049,http://home.golden.net/~ksharman/gnw/GNW.html,"Battles of the Great Northern War 1700-1721 (chronology of battles, links, and two background articles) (Ken Sharman)"
History///Europe///Spain and Portugal,info9491,http://sunsite.unc.edu/expo/1492.exhibit/Intro.html,1492 Exhibit (Columbus and the New World) (Library of Congress electronic exhibit)
History///Europe///Spain and Portugal///The Conquistadors,info22414,http://www.blackstudies.ucsb.edu/antillians/conquistadors.html,"Gerard Pigeon (U. California, Santa Barbara) The Antillians: The Spanish Conquistadors (section on conquistador activity, within a site devoted to the Antillian islands)"
History///Europe///Spain and Portugal///The Conquistadors,info22427,http://www.pbs.org/conquistadors/devaca/devaca_flat.html,Cabeza de Vaca: All the World is Human (virtual exhibit within the Conquistadors site based on the work of Michael Wood) (Public Broadcasting Service)
History///Europe///Spain and Portugal///The Conquistadors,info9491,http://sunsite.unc.edu/expo/1492.exhibit/Intro.html,1492 Exhibit (Columbus and the New World) (Library of Congress electronic exhibit)
